lcd_id,lcd_version,related_num,r_ncd_id,r_ncd_version,last_updated
34183,19,5,30,1,2025-04-29 23:04:19.407000
34183,19,6,31,1,2025-04-29 23:04:19.407000
34183,19,7,28,1,2025-04-29 23:04:19.410000
34183,19,8,68,1,2025-04-29 23:04:19.410000
34183,19,9,278,1,2025-04-29 23:04:19.410000
34183,19,10,32,1,2025-04-29 23:04:19.413000
34183,20,1,20,1,2025-04-29 23:04:19.400000
34183,20,2,117,1,2025-04-29 23:04:19.400000
34183,20,3,16,1,2025-04-29 23:04:19.403000
34183,20,4,26,1,2025-04-29 23:04:19.403000
34183,20,5,30,1,2025-04-29 23:04:19.407000
34183,20,6,31,1,2025-04-29 23:04:19.407000
34183,20,7,28,1,2025-04-29 23:04:19.410000
34183,20,8,68,1,2025-04-29 23:04:19.410000
34183,20,9,278,1,2025-04-29 23:04:19.410000
34183,20,10,32,1,2025-04-29 23:04:19.413000
34194,23,1,0,1,2025-04-29 23:04:17.193000
34194,27,1,0,1,2025-04-29 23:04:17.193000
34195,27,1,0,1,2025-05-02 16:39:54.720000
34195,28,1,0,1,2025-05-02 16:39:54.720000
34196,29,1,16,1,2025-04-29 23:04:19.420000
34196,29,2,278,1,2025-04-29 23:04:19.420000
34196,29,3,250,1,2025-04-29 23:04:19.423000
34196,30,1,16,1,2025-04-29 23:04:19.420000
34196,30,2,278,1,2025-04-29 23:04:19.420000
34196,30,3,250,1,2025-04-29 23:04:19.423000
34200,28,1,0,1,2025-04-29 23:04:19.423000
34200,29,1,0,1,2025-04-29 23:04:19.423000
34200,30,1,0,1,2025-04-29 23:04:19.423000
34203,25,1,9,1,2025-04-29 23:04:17.197000
34203,26,1,9,1,2025-04-29 23:04:17.197000
34209,37,1,0,1,2025-04-29 23:04:17.197000
34209,41,1,0,1,2025-04-29 23:04:17.200000
34209,43,1,0,1,2025-04-29 23:04:17.200000
34211,37,1,373,1,2025-04-29 23:04:17.200000
34211,40,1,373,1,2025-04-29 23:04:17.200000
34213,51,1,281,1,2025-04-29 23:04:17.203000
34213,54,1,281,1,2025-04-29 23:04:17.203000
34213,56,1,281,1,2025-04-29 23:04:17.203000
34215,58,1,0,1,2025-04-29 23:04:17.207000
34215,59,1,0,1,2025-04-29 23:04:17.207000
34218,25,1,15,1,2025-04-29 23:04:17.210000
34218,26,1,15,1,2025-04-29 23:04:17.210000
34220,37,1,176,1,2025-04-29 23:04:17.213000
34220,37,2,177,1,2025-04-29 23:04:17.213000
34220,40,1,176,1,2025-04-29 23:04:17.213000
34220,40,2,177,1,2025-04-29 23:04:17.213000
34228,51,1,0,1,2025-04-29 23:04:17.217000
34228,52,1,0,1,2025-04-29 23:04:17.217000
34228,54,1,0,1,2025-04-29 23:04:17.217000
34233,32,1,0,1,2025-04-29 23:04:17.217000
34233,36,1,0,1,2025-04-29 23:04:17.220000
34246,24,1,171,1,2025-04-29 23:04:19.423000
34246,25,1,171,1,2025-04-29 23:04:19.423000
34246,26,1,171,1,2025-04-29 23:04:19.423000
34313,18,1,266,1,2025-04-29 23:04:17.220000
34314,47,1,158,1,2025-04-29 23:04:17.223000
34314,52,1,158,1,2025-04-29 23:04:17.227000
34314,53,1,158,1,2025-04-29 23:04:17.227000
34315,37,1,0,1,2025-04-29 23:04:17.227000
34315,41,1,0,1,2025-04-29 23:04:17.230000
34324,34,1,36,1,2025-04-29 23:04:17.230000
34324,38,1,36,1,2025-04-29 23:04:17.230000
34328,40,1,240,1,2025-04-29 23:04:17.233000
34328,44,1,240,1,2025-04-29 23:04:17.233000
34337,22,1,0,1,2025-04-29 23:04:19.427000
34337,23,1,0,1,2025-04-29 23:04:19.427000
34338,33,1,0,1,2025-04-29 23:04:19.427000
34338,34,1,0,1,2025-04-29 23:04:19.427000
34353,32,1,41,1,2025-04-29 23:04:19.430000
34353,32,2,16,1,2025-04-29 23:04:19.430000
34353,32,3,26,1,2025-04-29 23:04:19.430000
34353,32,4,27,1,2025-04-29 23:04:19.430000
34353,32,5,30,1,2025-04-29 23:04:19.433000
34353,32,6,31,1,2025-04-29 23:04:19.433000
34353,32,7,29,1,2025-04-29 23:04:19.437000
34353,32,8,28,1,2025-04-29 23:04:19.437000
34353,32,9,59,1,2025-04-29 23:04:19.440000
34353,32,10,278,1,2025-04-29 23:04:19.440000
34353,34,1,41,1,2025-04-29 23:04:19.430000
34353,34,2,16,1,2025-04-29 23:04:19.430000
34353,34,3,26,1,2025-04-29 23:04:19.430000
34353,34,4,27,1,2025-04-29 23:04:19.430000
34353,34,5,30,1,2025-04-29 23:04:19.433000
34353,34,6,31,1,2025-04-29 23:04:19.433000
34353,34,7,29,1,2025-04-29 23:04:19.437000
34353,34,8,28,1,2025-04-29 23:04:19.437000
34353,34,9,59,1,2025-04-29 23:04:19.440000
34353,34,10,278,1,2025-04-29 23:04:19.440000
34353,35,1,41,1,2025-04-29 23:04:19.430000
34353,35,2,16,1,2025-04-29 23:04:19.430000
34353,35,3,26,1,2025-04-29 23:04:19.430000
34353,35,4,27,1,2025-04-29 23:04:19.430000
34353,35,5,30,1,2025-04-29 23:04:19.433000
34353,35,6,31,1,2025-04-29 23:04:19.433000
34353,35,7,29,1,2025-04-29 23:04:19.437000
34353,35,8,28,1,2025-04-29 23:04:19.437000
34353,35,9,59,1,2025-04-29 23:04:19.440000
34353,35,10,278,1,2025-04-29 23:04:19.440000
34356,30,1,322,1,2025-04-29 23:04:19.447000
34356,31,1,322,1,2025-04-29 23:04:19.447000
34372,22,1,177,1,2025-04-29 23:04:16.750000
34380,41,1,263,1,2025-04-29 23:04:23.603000
34380,42,1,263,1,2025-04-29 23:04:23.603000
34393,24,1,0,1,2025-05-02 16:40:10.703000
34394,26,1,0,1,2025-04-29 23:04:19.450000
34394,27,1,0,1,2025-04-29 23:04:19.450000
34399,29,1,0,1,2025-04-29 23:04:19.450000
34399,30,1,0,1,2025-04-29 23:04:19.450000
34410,39,1,0,1,2025-04-29 23:04:23.500000
34410,46,1,0,1,2025-12-10 19:12:52.620000
34411,46,1,0,1,2025-04-29 23:04:23.510000
34413,53,1,9,1,2025-04-29 23:04:23.520000
34415,58,1,176,1,2025-04-29 23:04:23.527000
34417,57,1,176,1,2025-04-29 23:04:23.530000
34419,43,1,0,1,2025-04-29 23:04:23.533000
34424,47,1,177,1,2025-04-29 23:04:23.537000
34425,40,1,177,1,2025-04-29 23:04:23.540000
34425,43,1,177,1,2025-04-29 23:04:23.543000
34426,55,1,128,1,2025-04-29 23:04:23.543000
34426,55,2,349,1,2025-04-29 23:04:23.547000
34426,55,3,157,1,2025-04-29 23:04:23.547000
34427,100,1,145,1,2025-04-29 23:04:23.550000
34427,100,2,58,1,2025-04-29 23:04:23.550000
34427,100,3,76,1,2025-04-29 23:04:23.553000
34427,100,4,94,1,2025-04-29 23:04:23.553000
34427,100,5,22,1,2025-04-29 23:04:23.557000
34427,100,6,354,1,2025-04-29 23:04:23.557000
34427,100,7,240,1,2025-04-29 23:04:23.560000
34427,100,8,175,1,2025-04-29 23:04:23.560000
34427,100,9,250,1,2025-04-29 23:04:23.560000
34427,100,10,4,1,2025-04-29 23:04:23.563000
34427,100,11,131,1,2025-04-29 23:04:23.567000
34427,100,12,47,1,2025-04-29 23:04:23.567000
34427,100,13,315,1,2025-04-29 23:04:23.567000
34427,100,14,41,1,2025-04-29 23:04:23.573000
34427,100,15,42,1,2025-04-29 23:04:23.577000
34428,93,1,145,1,2025-04-29 23:04:23.600000
34428,93,2,58,1,2025-04-29 23:04:23.600000
34428,93,3,76,1,2025-04-29 23:04:23.603000
34428,93,4,175,1,2025-04-29 23:04:23.603000
34428,93,5,94,1,2025-04-29 23:04:23.607000
34428,93,6,22,1,2025-04-29 23:04:23.607000
34428,93,7,354,1,2025-04-29 23:04:23.607000
34428,93,8,240,1,2025-04-29 23:04:23.610000
34428,93,9,250,1,2025-04-29 23:04:23.613000
34428,93,10,4,1,2025-04-29 23:04:23.620000
34428,93,11,320,1,2025-04-29 23:04:23.620000
34428,93,12,131,1,2025-04-29 23:04:23.623000
34428,93,13,47,1,2025-04-29 23:04:23.630000
34428,93,14,315,1,2025-04-29 23:04:23.630000
34428,93,15,41,1,2025-04-29 23:04:23.637000
34428,93,16,42,1,2025-04-29 23:04:23.640000
34429,63,1,250,1,2025-04-29 23:04:23.680000
34429,63,2,89,1,2025-04-29 23:04:23.683000
34429,63,3,192,1,2025-04-29 23:04:23.687000
34429,63,4,274,1,2025-04-29 23:04:23.690000
34429,63,5,237,1,2025-04-29 23:04:23.693000
34429,63,6,245,1,2025-04-29 23:04:23.697000
34429,63,7,247,1,2025-04-29 23:04:23.700000
34430,46,1,17,1,2025-04-29 23:04:23.730000
34430,46,2,320,1,2025-04-29 23:04:23.730000
34431,60,1,69,1,2025-04-29 23:04:23.740000
34431,60,2,56,1,2025-04-29 23:04:23.743000
34431,60,3,261,1,2025-04-29 23:04:23.743000
34433,43,1,270,1,2025-04-29 23:04:23.750000
34434,68,1,81,1,2024-08-08 12:54:54.540000
34434,68,2,191,1,2024-08-08 12:55:27.467000
34434,68,3,95,1,2024-08-08 12:55:47.547000
34454,67,1,0,1,2025-04-29 23:04:23.760000
34512,48,1,0,1,2025-04-29 23:04:23.760000
34513,41,1,366,1,2025-04-29 23:04:23.763000
34519,33,1,372,1,2025-04-29 23:04:16.750000
34520,32,1,0,1,2025-04-29 23:04:16.750000
34521,7,1,214,1,2025-04-29 23:04:16.753000
34522,29,1,0,1,2025-04-29 23:04:16.753000
34526,24,1,226,1,2025-04-29 23:04:18.940000
34526,24,2,330,1,2025-04-29 23:04:18.943000
34528,36,1,261,1,2025-04-29 23:04:18.943000
34528,38,1,261,1,2025-04-29 23:04:18.943000
34536,34,1,0,1,2025-04-29 23:04:18.947000
34536,36,1,0,1,2025-04-29 23:04:18.947000
34537,45,1,0,1,2025-04-29 23:04:23.767000
34538,19,1,0,1,2025-04-29 23:04:19.450000
34538,20,1,0,1,2025-04-29 23:04:19.450000
34538,21,1,0,1,2025-04-29 23:04:19.450000
34539,15,1,140,1,2025-04-29 23:04:19.457000
34539,16,1,140,1,2025-04-29 23:04:19.457000
34540,14,1,91,1,2025-04-29 23:04:19.457000
34540,15,1,91,1,2025-04-29 23:04:19.457000
34541,20,1,0,1,2025-04-29 23:04:19.460000
34541,21,1,0,1,2025-04-29 23:04:19.460000
34544,47,1,0,1,2025-04-29 23:04:23.770000
34547,40,1,0,1,2025-04-29 23:04:23.770000
34548,43,1,0,1,2025-04-29 23:04:23.773000
34551,36,1,0,1,2025-04-29 23:04:23.777000
34552,40,1,97,1,2025-04-29 23:04:23.777000
34553,47,1,0,1,2025-04-29 23:04:23.780000
34554,34,1,253,1,2025-04-29 23:04:23.780000
34558,40,1,0,1,2025-04-29 23:04:23.780000
34559,43,1,0,1,2025-04-29 23:04:23.783000
34560,76,1,145,1,2025-04-29 23:04:23.787000
34560,76,2,76,1,2025-04-29 23:04:23.787000
34560,76,3,175,1,2025-04-29 23:04:23.790000
34560,76,4,151,1,2025-04-29 23:04:23.790000
34560,76,5,94,1,2025-04-29 23:04:23.790000
34560,76,6,354,1,2025-04-29 23:04:23.793000
34560,76,7,240,1,2025-04-29 23:04:23.793000
34560,76,8,250,1,2025-04-29 23:04:23.797000
34560,76,9,4,1,2025-04-29 23:04:23.797000
34560,76,10,131,1,2025-04-29 23:04:23.800000
34560,76,11,315,1,2025-04-29 23:04:23.800000
34560,76,12,41,1,2025-04-29 23:04:23.800000
34560,76,13,42,1,2025-04-29 23:04:23.803000
34561,69,1,0,1,2025-04-29 23:04:23.820000
34562,43,1,0,1,2025-04-29 23:04:23.823000
34562,45,1,0,1,2025-04-29 23:04:23.823000
34563,51,1,89,1,2025-04-29 23:04:23.827000
34563,51,2,192,1,2025-04-29 23:04:23.827000
34563,51,3,274,1,2025-04-29 23:04:23.827000
34563,51,4,237,1,2025-04-29 23:04:23.830000
34563,51,5,245,1,2025-04-29 23:04:23.830000
34563,51,6,247,1,2025-04-29 23:04:23.833000
34564,83,1,58,1,2025-04-29 23:04:23.843000
34564,83,2,175,1,2025-04-29 23:04:23.843000
34564,83,3,151,1,2025-04-29 23:04:23.847000
34564,83,4,94,1,2025-04-29 23:04:23.847000
34564,83,5,354,1,2025-04-29 23:04:23.847000
34564,83,6,240,1,2025-04-29 23:04:23.850000
34564,83,7,63,1,2025-04-29 23:04:23.850000
34564,83,8,250,1,2025-04-29 23:04:23.853000
34564,83,9,4,1,2025-04-29 23:04:23.853000
34564,83,10,131,1,2025-04-29 23:04:23.853000
34564,83,11,315,1,2025-04-29 23:04:23.857000
34564,83,12,41,1,2025-04-29 23:04:23.857000
34564,83,13,42,1,2025-04-29 23:04:23.860000
34565,40,1,0,1,2025-04-29 23:04:23.860000
34567,43,1,0,1,2025-04-29 23:04:23.863000
34570,52,1,26,1,2025-04-29 23:04:23.883000
34570,52,2,30,1,2025-04-29 23:04:23.887000
34570,52,3,31,1,2025-04-29 23:04:23.887000
34570,52,4,28,1,2025-04-29 23:04:23.890000
34570,52,5,68,1,2025-04-29 23:04:23.890000
34570,52,6,278,1,2025-04-29 23:04:23.890000
34570,52,7,20,1,2025-04-29 23:04:23.893000
34570,52,8,117,1,2025-04-29 23:04:23.893000
34573,30,1,179,1,2025-04-29 23:04:23.897000
34573,31,1,179,1,2025-04-29 23:04:23.897000
34575,43,1,156,1,2025-04-29 23:04:23.897000
34575,43,2,55,1,2025-04-29 23:04:23.900000
34575,43,3,194,1,2025-04-29 23:04:23.900000
34576,72,1,57,1,2025-04-29 23:04:23.907000
34577,64,1,263,1,2025-04-29 23:04:23.910000
34578,30,1,22,1,2025-04-29 23:04:23.910000
34578,30,2,192,1,2025-04-29 23:04:23.913000
34580,57,1,158,1,2025-04-29 23:04:23.917000
34594,42,1,270,1,2025-04-29 23:04:18.947000
34596,50,1,0,1,2025-04-29 23:04:18.950000
34596,52,1,0,1,2025-04-29 23:04:18.950000
34614,43,1,0,1,2025-04-29 23:04:18.950000
34615,42,1,261,1,2025-04-29 23:04:18.950000
34616,42,1,41,1,2025-04-29 23:04:18.953000
34616,44,1,41,1,2025-04-29 23:04:18.953000
34623,36,1,0,1,2025-04-29 23:04:18.953000
34623,38,1,0,1,2025-04-29 23:04:18.953000
34624,40,1,270,1,2025-04-29 23:04:18.957000
34624,42,1,270,1,2025-04-29 23:04:18.957000
34633,54,1,322,1,2025-04-29 23:04:18.957000
34635,34,1,0,1,2025-04-29 23:04:18.960000
34635,36,1,0,1,2025-04-29 23:04:18.960000
34635,37,1,0,1,2025-04-29 23:04:18.960000
34636,36,1,179,1,2025-04-29 23:04:18.960000
34636,38,1,179,1,2025-04-29 23:04:18.960000
34641,25,1,0,1,2025-04-29 23:04:18.963000
34641,27,1,0,1,2025-04-29 23:04:18.963000
34645,49,1,29,1,2025-04-29 23:04:18.963000
34645,49,2,28,1,2025-04-29 23:04:18.967000
34645,51,1,29,1,2025-04-29 23:04:18.963000
34645,51,2,28,1,2025-04-29 23:04:18.967000
34646,26,1,41,1,2025-04-29 23:04:18.967000
34648,29,1,0,1,2025-04-29 23:04:18.967000
34648,31,1,0,1,2025-04-29 23:04:18.967000
34658,34,1,0,1,2025-04-29 23:04:18.970000
34658,36,1,0,1,2025-04-29 23:04:18.970000
34659,30,1,81,1,2025-04-29 23:04:18.970000
34659,30,2,108,1,2025-04-29 23:04:18.970000
34659,32,1,81,1,2025-04-29 23:04:18.970000
34659,32,2,108,1,2025-04-29 23:04:18.970000
34760,27,1,56,1,2025-04-29 23:04:18.973000
34760,27,2,69,1,2025-06-12 19:51:42.847000
34760,27,3,176,2,2025-06-12 19:51:51.997000
34761,32,1,201,1,2025-04-29 23:04:18.973000
34761,34,1,201,1,2025-04-29 23:04:18.973000
34771,49,1,158,1,2025-04-29 23:04:18.977000
34771,51,1,158,1,2025-04-29 23:04:18.977000
34821,21,1,0,1,2025-04-29 23:04:18.280000
34823,27,1,0,1,2025-04-29 23:04:18.280000
34824,21,1,0,1,2025-04-29 23:04:18.280000
34833,94,1,238,1,2025-04-29 23:04:22.353000
34833,94,2,160,1,2025-04-29 23:04:22.360000
34833,94,3,345,1,2025-04-29 23:04:22.363000
34833,94,4,357,1,2025-04-29 23:04:22.367000
34859,34,1,270,1,2025-04-29 23:04:16.757000
34865,72,1,177,1,2025-04-29 23:04:22.380000
34869,42,1,0,1,2025-04-29 23:04:23.917000
34887,44,1,0,1,2025-04-29 23:04:22.383000
34887,53,1,0,1,2025-04-29 23:04:22.427000
34892,123,1,11,1,2025-04-29 23:04:22.430000
34892,123,2,15,1,2025-04-29 23:04:22.437000
34892,123,3,176,1,2025-04-29 23:04:22.440000
34912,20,1,372,1,2025-04-29 23:04:16.757000
34914,68,1,159,1,2025-04-29 23:04:22.447000
34924,79,1,263,1,2025-04-29 23:04:22.450000
34938,68,1,129,1,2025-04-29 23:04:22.453000
34961,48,1,129,1,2025-04-29 23:04:22.460000
34975,67,1,200,1,2025-04-29 23:04:22.463000
34976,34,1,0,1,2025-04-29 23:04:16.760000
34998,33,1,0,1,2025-04-29 23:04:22.470000
35000,149,1,372,1,2025-04-29 23:04:23.420000
35000,152,1,372,1,2025-04-29 23:04:23.420000
35000,155,1,372,2,2026-05-20 13:00:22.543000
35000,156,1,372,2,2026-05-20 13:00:22.543000
35001,11,1,64,1,2025-04-29 23:04:23.600000
35001,12,1,64,1,2025-04-29 23:04:23.600000
35003,61,1,0,1,2025-04-29 23:04:22.473000
35004,23,1,0,1,2025-04-29 23:04:22.477000
35006,119,1,29,1,2025-04-29 23:04:22.480000
35006,119,2,28,1,2025-04-29 23:04:22.487000
35006,119,3,59,1,2025-04-29 23:04:22.490000
35007,81,1,0,1,2025-04-29 23:04:22.497000
35010,40,1,15,1,2025-04-29 23:04:22.500000
35010,40,2,11,1,2025-04-29 23:04:22.503000
35010,50,1,0,1,2026-05-13 18:46:07.220000
35013,36,1,0,1,2025-04-29 23:04:22.510000
35014,39,1,156,1,2025-04-29 23:04:22.513000
35014,39,2,55,1,2025-04-29 23:04:22.517000
35014,39,3,203,1,2025-04-29 23:04:22.523000
35014,39,4,194,1,2025-04-29 23:04:22.527000
35016,36,1,263,1,2025-04-29 23:04:22.530000
35022,67,1,57,1,2025-04-29 23:04:22.537000
35025,98,1,0,1,2025-04-29 23:04:15.297000
35026,75,1,0,1,2025-04-29 23:04:23.920000
35028,10,1,0,1,2025-04-29 23:04:23.760000
35028,11,1,0,1,2025-04-29 23:04:23.760000
35035,74,1,201,1,2025-04-29 23:04:22.540000
35035,74,2,255,1,2025-04-29 23:04:22.547000
35038,76,1,128,1,2025-04-29 23:04:22.550000
35038,76,2,349,1,2025-04-29 23:04:22.560000
35038,76,3,157,1,2025-04-29 23:04:22.563000
35038,76,4,350,1,2025-04-29 23:04:22.570000
35038,76,5,56,1,2025-04-29 23:04:22.573000
35038,76,6,261,1,2025-04-29 23:04:22.580000
35038,76,7,69,1,2025-04-29 23:04:22.583000
35038,76,8,176,1,2025-04-29 23:04:22.587000
35041,113,1,217,5,2016-08-17 12:25:32.367000
35048,82,1,0,1,2025-04-29 23:04:23.920000
35049,58,1,0,1,2025-04-29 23:04:22.607000
35050,55,1,32,1,2025-04-29 23:04:22.610000
35050,55,2,226,1,2025-04-29 23:04:22.617000
35050,55,3,330,1,2025-04-29 23:04:22.620000
35062,122,1,333,1,2025-04-29 23:04:22.627000
35070,76,1,89,1,2025-04-29 23:04:22.630000
35073,51,1,0,1,2025-04-29 23:04:15.297000
35074,32,1,0,1,2025-04-29 23:04:23.200000
35074,33,1,0,1,2025-04-29 23:04:23.200000
35075,34,1,0,1,2025-04-29 23:04:23.587000
35075,35,1,0,1,2025-04-29 23:04:23.587000
35076,56,1,0,1,2025-04-29 23:04:23.663000
35076,57,1,0,1,2025-04-29 23:04:23.663000
35080,53,1,81,1,2025-04-29 23:04:23.607000
35080,53,2,108,1,2025-04-29 23:04:23.607000
35080,53,3,191,1,2025-04-29 23:04:23.610000
35080,54,1,81,1,2025-04-29 23:04:23.607000
35080,54,2,108,1,2025-04-29 23:04:23.607000
35080,54,3,191,1,2025-04-29 23:04:23.610000
35081,85,1,270,1,2025-04-29 23:04:22.637000
35083,96,1,177,1,2025-04-29 23:04:22.640000
35083,96,2,263,1,2025-04-29 23:04:22.643000
35083,96,3,211,1,2025-04-29 23:04:22.647000
35083,96,4,292,1,2025-04-29 23:04:22.653000
35083,96,5,298,1,2025-04-29 23:04:22.653000
35083,96,6,271,1,2025-04-29 23:04:22.660000
35083,108,1,177,1,2025-04-29 23:04:22.923000
35083,108,2,263,1,2025-04-29 23:04:22.923000
35083,108,3,211,1,2025-04-29 23:04:22.930000
35083,108,4,292,1,2025-04-29 23:04:22.933000
35083,108,5,298,1,2025-04-29 23:04:22.937000
35083,108,6,271,1,2025-04-29 23:04:22.940000
35089,30,1,81,1,2025-04-29 23:04:22.943000
35090,95,1,64,1,2025-04-29 23:04:22.947000
35090,95,2,69,1,2025-04-29 23:04:22.950000
35090,95,3,129,1,2025-04-29 23:04:22.957000
35091,103,1,60,1,2025-04-29 23:04:22.963000
35091,103,2,213,1,2025-04-29 23:04:22.970000
35091,103,3,9,1,2025-04-29 23:04:22.973000
35091,103,4,239,1,2025-04-29 23:04:22.977000
35092,78,1,0,1,2025-04-29 23:04:22.980000
35093,114,1,158,1,2025-04-29 23:04:22.987000
35098,27,1,270,1,2025-04-29 23:04:23.423000
35098,28,1,270,1,2025-04-29 23:04:23.423000
35099,60,1,98,1,2025-04-29 23:04:22.987000
35099,60,2,100,1,2025-04-29 23:04:22.993000
35099,60,3,101,1,2025-04-29 23:04:22.997000
35099,60,4,102,1,2025-04-29 23:04:23
35101,128,1,0,1,2025-04-29 23:04:23.010000
35121,33,1,176,1,2025-04-29 23:04:18.980000
35121,35,1,176,1,2025-04-29 23:04:18.980000
35124,23,1,0,1,2025-04-29 23:04:18.980000
35124,25,1,0,1,2025-04-29 23:04:18.980000
35125,76,1,12,1,2025-04-29 23:04:23.020000
35125,76,2,131,1,2025-04-29 23:04:23.020000
35125,76,3,232,1,2025-04-29 23:04:23.027000
35125,76,4,217,1,2025-04-29 23:04:23.030000
35125,76,5,47,1,2025-04-29 23:04:23.037000
35125,76,6,139,1,2025-04-29 23:04:23.037000
35125,77,1,12,1,2025-04-29 23:04:23.020000
35125,77,2,131,1,2025-04-29 23:04:23.020000
35125,77,3,232,1,2025-04-29 23:04:23.027000
35125,77,4,217,1,2025-04-29 23:04:23.030000
35125,77,5,47,1,2025-04-29 23:04:23.037000
35125,77,6,139,1,2025-04-29 23:04:23.037000
35130,66,1,0,1,2025-04-29 23:04:23.040000
35132,54,1,0,1,2025-04-29 23:04:23.920000
35136,31,1,240,1,2019-11-20 15:24:04.527000
35136,32,1,240,1,2019-11-20 15:24:04.527000
35136,33,1,240,1,2025-04-29 23:04:17.237000
35136,37,1,240,1,2025-04-29 23:04:17.237000
35138,43,1,171,1,2025-04-29 23:04:23.047000
35160,59,1,0,1,2025-04-29 23:04:17.240000
35160,61,1,0,1,2025-04-29 23:04:17.240000
35160,62,1,0,1,2025-04-29 23:04:17.240000
35163,28,1,64,1,2025-04-29 23:04:17.247000
35163,28,2,14,1,2025-04-29 23:04:17.247000
35163,29,1,64,1,2025-04-29 23:04:17.247000
35163,29,2,14,1,2025-04-29 23:04:17.247000
35170,54,1,0,1,2025-04-29 23:04:17.250000
35170,56,1,0,1,2025-04-29 23:04:17.250000
35170,60,1,0,1,2025-11-17 15:38:03.997000
35172,68,1,0,1,2025-04-29 23:04:17.250000
35172,72,1,0,1,2025-11-17 15:41:21.460000
35175,63,1,176,1,2025-04-29 23:04:17.250000
35175,63,2,177,1,2025-04-29 23:04:17.253000
35175,64,1,176,1,2025-04-29 23:04:17.250000
35175,64,2,177,1,2025-04-29 23:04:17.253000
35222,25,1,135,1,2025-04-29 23:04:18.980000
35222,25,2,15,1,2025-04-29 23:04:18.983000
35222,25,3,11,1,2025-04-29 23:04:18.983000
35249,19,1,135,1,2025-05-02 14:42:22.680000
35249,19,2,15,1,2025-05-02 14:42:46.970000
35249,19,3,11,2,2025-05-02 14:43:02.007000
35249,20,1,135,1,2025-05-02 14:42:22.680000
35249,20,2,15,1,2025-05-02 14:42:46.970000
35249,20,3,11,2,2025-05-02 14:43:02.007000
35350,60,1,81,1,2025-04-29 23:04:23.050000
35350,60,2,95,1,2025-04-29 23:04:23.053000
35391,17,1,331,1,2025-04-29 23:04:23.060000
35391,17,2,336,1,2025-04-29 23:04:23.063000
35395,48,1,171,1,2025-04-29 23:04:23.067000
35396,220,1,281,7,2025-04-30 17:31:47
35396,220,2,372,2,2025-04-30 17:32:18.190000
35397,64,1,165,1,2025-04-29 23:04:23.190000
35397,64,2,212,1,2025-04-29 23:04:23.190000
35397,64,3,164,1,2025-04-29 23:04:23.197000
35397,64,4,263,1,2025-04-29 23:04:23.200000
35434,30,1,169,1,2025-04-29 23:04:23.207000
35442,25,1,0,1,2025-04-29 23:04:19.467000
35442,26,1,0,1,2025-04-29 23:04:19.467000
35451,53,1,165,1,2025-04-29 23:04:23.210000
35451,53,2,263,1,2025-04-29 23:04:23.217000
35456,65,1,11,1,2025-04-29 23:04:17.257000
35456,65,2,135,1,2025-04-29 23:04:17.260000
35456,65,3,15,1,2025-04-29 23:04:17.260000
35456,66,1,11,1,2025-04-29 23:04:17.257000
35456,66,2,135,1,2025-04-29 23:04:17.260000
35456,66,3,15,1,2025-04-29 23:04:17.260000
35457,58,1,11,1,2025-04-29 23:04:17.263000
35457,58,2,135,1,2025-04-29 23:04:17.263000
35457,58,3,15,1,2025-04-29 23:04:17.267000
35457,63,1,11,1,2025-04-29 23:04:17.263000
35457,63,2,135,1,2025-04-29 23:04:17.263000
35457,63,3,15,1,2025-04-29 23:04:17.267000
35457,64,1,11,1,2025-04-29 23:04:17.263000
35457,64,2,135,1,2025-04-29 23:04:17.263000
35457,64,3,15,1,2025-04-29 23:04:17.267000
35486,20,1,249,1,2025-04-29 23:04:18.987000
35486,20,2,231,1,2025-04-29 23:04:18.987000
35486,20,3,42,1,2025-04-29 23:04:18.990000
35486,22,1,249,1,2025-04-29 23:04:18.987000
35486,22,2,231,1,2025-04-29 23:04:18.987000
35486,22,3,42,1,2025-04-29 23:04:18.990000
35490,81,3,0,1,2025-04-29 23:04:18.993000
35490,83,3,0,1,2025-04-29 23:04:18.993000
35490,85,3,0,1,2025-04-29 23:04:18.993000
35494,28,1,0,1,2025-04-29 23:04:18.993000
35498,28,1,129,1,2025-04-29 23:04:18.997000
35498,30,1,129,1,2025-04-29 23:04:18.997000
35526,33,1,0,1,2025-04-29 23:04:17.267000
35526,42,1,0,1,2025-04-29 23:04:17.267000
35526,43,1,0,1,2025-04-29 23:04:17.267000
35677,88,1,0,1,2025-04-29 23:04:23.920000
35702,26,1,0,1,2025-04-29 23:04:17.270000
35702,31,1,0,1,2025-04-29 23:04:17.270000
35702,32,1,0,1,2025-04-29 23:04:17.270000
35704,21,1,0,1,2025-04-29 23:04:17.270000
35704,22,1,0,1,2025-04-29 23:04:17.270000
35724,80,1,0,1,2025-04-29 23:04:23.923000
35751,47,1,165,1,2025-04-29 23:04:18.997000
35751,47,2,263,1,2025-04-29 23:04:19
35751,50,1,165,1,2025-04-29 23:04:18.997000
35751,50,2,263,1,2025-04-29 23:04:19
35753,37,1,212,1,2025-04-29 23:04:19
35753,37,2,263,1,2025-04-29 23:04:19
35753,37,3,204,1,2025-04-29 23:04:19.003000
35753,40,1,212,1,2025-04-29 23:04:19
35753,40,2,263,1,2025-04-29 23:04:19
35753,40,3,204,1,2025-04-29 23:04:19.003000
35755,33,1,263,1,2025-04-29 23:04:19.007000
35755,35,1,263,1,2025-04-29 23:04:19.007000
